Campaign Name,Reach (Estimated),Date,CPC (Cost per Click),CTR (Clickthrough Rate),CPM (Cost per 1000 Impressions),Action Post Engagement,Cost Per Action Link Clicks,Frequency,Action Landing Page View,"Spend (Cost, Amount Spent)"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3709,2023-05-25,"0,935876","2,319464","21,707317",1400,"1,315652","1,127528",55,"90,78"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1710,2023-04-24,"0,627551","2,787258","17,491468",678,"0,75","1,02807",36,"30,75"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,570,2023-05-25,"0,634375","2,644628","16,77686",179,"0,922727","1,061404",10,"10,15"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,681,2023-05-14,"0,585556","3,595206","21,051931",246,"0,988125","1,10279",13,"15,81"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,472,2023-06-16,"0,909091","2,244898","20,408163",133,"1,428571","1,038136",6,10
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4955,2023-04-25,"0,74869","2,727102","20,417529",2188,"0,944","1,073058",91,"108,56"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,345,2023-06-22,"1,621667","1,680672","27,254902",112,"1,946","1,034783",5,"9,73"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2794,2023-06-16,"1,286667","2,170494","27,927021",1019,"1,811837","1,137795",37,"88,78"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1327,2023-04-25,"0,73093","3,043171","22,243454",555,"0,898","1,064808",27,"31,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,525,2023-05-30,"1,01","1,788909","18,067979",168,"2,02","1,064762",4,"10,1"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,430,2023-05-26,"1,454286","1,458333","21,208333",147,"2,545","1,116279",4,"10,18"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3920,2023-04-26,"0,749429","3,225806","24,175115",1744,"0,896752","1,107143",90,"104,92"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1086,2023-04-26,"1,45381","1,819757","26,455806",393,"1,908125","1,062615",10,"30,53"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4731,2023-05-14,"0,623465","3,628525","22,622597",2053,"0,954091","1,176707",100,"125,94"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,355,2023-06-15,"1,044444","2,459016","25,68306",108,"1,566667","1,030986",5,"9,4"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3427,2023-04-27,"0,907845","2,975122","27,00949",1490,"1,063737","1,13773",82,"105,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1062,2023-04-27,"1,017","2,61324","26,576655",404,"1,052069","1,080979",19,"30,51"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3012,2023-06-15,"1,183378","2,160584","25,567883",1143,"1,56375","1,137118",41,"87,57"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3982,2023-05-27,"0,69464","2,851277","19,806113",1621,"0,8683","1,100954",80,"86,83"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,521,2023-05-27,"0,732308","2,333932","17,091562",177,"0,865455","1,069098",7,"9,52"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,501,2023-06-04,"0,788462","2,480916","19,561069",158,"1,28125","1,045908",5,"10,25"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,472,2023-05-09,"1,098462","2,68595","29,504132",166,"1,298182","1,025424",9,"14,28"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5730,2023-05-09,"1,027905","2,309253","23,736932",2376,"1,358304","1,118499",89,"152,13"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3724,2023-06-03,"0,908252","2,403173","21,826878",1298,"1,154938","1,150913",64,"93,55"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5622,2023-05-05,"1,033448","2,282746","23,590995",2502,"1,362273","1,129847",89,"149,85"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,795,2023-05-05,"0,894091","2,676399","23,92944",247,"1,311333","1,033962",10,"19,67"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,414,2023-06-03,"0,737143","3,271028","24,11215",133,"0,938182","1,033816",7,"10,32"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,465,2023-06-08,"2,068","1,041667","21,541667",137,"2,585","1,032258",1,"10,34"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3597,2023-06-08,"1,217273","1,868932","22,75",1249,"1,735741","1,145399",37,"93,73"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,584,2023-05-08,"1,341667","2,003339","26,87813",213,"1,61","1,025685",11,"16,1"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4153,2023-06-04,"0,790175","2,423985","19,153732",1497,"0,968602","1,132434",72,"90,08"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5790,2023-05-06,"0,7873","3,116721","24,537946",2482,"0,984125","1,10829",133,"157,46"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,436,2023-06-02,"0,995","2,227171","22,160356",129,"1,105556","1,029817",9,"9,95"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,6288,2023-05-08,"0,990377","2,259165","22,374254",2614,"1,202061","1,119275",98,"157,47"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,346,2023-06-07,"1,645","1,657459","27,265193",125,"1,974","1,046243",4,"9,87"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3140,2023-06-07,"0,886019","2,854767","25,293792",1167,"1,2675","1,149045",54,"91,26"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,863,2023-05-06,"0,691613","3,459821","23,928571",312,"0,8576","1,038239",19,"21,44"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4184,2023-06-05,"0,818348","2,385892","19,524896",1448,"1,344429","1,152008",51,"94,11"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,515,2023-06-06,"1,004","1,814882","18,221416",163,"1,673333","1,069903",4,"10,04"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3789,2023-06-06,"0,858173","2,382589","20,446735",1362,"1,129747","1,152019",63,"89,25"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,541,2023-06-05,"0,4272","4,456328","19,037433",181,"0,628235","1,036969",16,"10,68"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,841,2023-05-07,"1,139474","2,18894","24,942396",309,"1,665385","1,032105",7,"21,65"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,6280,2023-05-07,"0,897924","2,614659","23,47764",2505,"1,095467","1,11449",116,"164,32"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3109,2023-06-01,"1,029176","2,471649","25,437627",1177,"1,305672","1,106143",49,"87,48"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,6923,2023-05-02,"0,802626","2,456092","19,713227",2865,"0,984041","1,052723",115,"143,67"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,914,2023-05-02,"0,7976","2,688172","21,44086",340,"1,107778","1,017505",16,"19,94"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,637,2023-05-11,"0,878125","2,402402","21,096096",217,"1,405","1,045526",9,"14,05"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,513,2023-06-11,"0,618889","3,351955","20,744879",183,"0,856923","1,046784",9,"11,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3443,2023-06-11,"0,939806","2,60101","24,444444",1318,"1,273684","1,15016",62,"96,8"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3210,2023-05-31,"1,002584","2,434354","24,406455",1229,"1,222329","1,138941",52,"89,23"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,444,2023-05-31,"0,795385","2,691511","21,407867",143,"0,94","1,087838",8,"10,34"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5166,2023-05-11,"0,734422","3,27195","24,029924",2168,"1,188211","1,177313",87,"146,15"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,6818,2023-05-03,"0,885152","2,21804","19,633015",2885,"1,132171","1,091082",93,"146,05"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,913,2023-05-03,"1,206875","1,713062","20,674518",350,"1,485385","1,023001",10,"19,31"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2410,2023-04-08,"0,41","3,793382","15,552865",820,"0,602188","1,028216",46,"38,54"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,372,2023-06-10,"0,576875","4,010025","23,132832",122,"0,923","1,072581",8,"9,23"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2897,2023-06-10,"1,232464","2,112676","26,037967",1051,"1,518571","1,127373",39,"85,04"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,363,2023-06-01,"1,374286","1,861702","25,585106",115,"1,924","1,035813",4,"9,62"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,613,2023-05-10,"0,738","3,17965","23,465819",221,"1,23","1,026101",10,"14,76"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5590,2023-05-10,"0,819728","2,924813","23,975521",2243,"1,197063","1,125403",101,"150,83"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5978,2023-05-04,"0,858081","2,621152","22,491618",2355,"1,077299","1,097692",112,"147,59"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,736,2023-05-04,"0,89619","2,752294","24,665793",291,"1,254667","1,036685",10,"18,82"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3652,2023-06-02,"1,043214","2,030948","21,187137",1249,"1,369219","1,13253",48,"87,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,453,2023-06-09,"0,665","3,404255","22,638298",137,"0,818462","1,037528",10,"10,64"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3165,2023-06-09,"1,01593","2,354229","23,917328",1100,"1,266232","1,154186",52,"87,37"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,659,2023-05-16,"0,633333","3,438395","21,776504",219,"1,013333","1,059181",12,"15,2"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,752,2023-05-19,"1,415","1,287001","18,211068",233,"1,572222","1,033245",7,"14,15"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1336,2023-04-20,"1,259032","2,166317","27,274633",500,"1,445556","1,071108",26,"39,03"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3724,2023-05-16,"0,643043","3,222793","20,723961",1472,"0,934105","1,149839",74,"88,74"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4484,2023-04-15,"0,724056","3,040612","22,015735",2238,"0,784394","1,04884",107,"103,54"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5806,2023-04-20,"0,844561","2,711273","22,898367",2737,"0,996","1,08629",115,"144,42"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2709,2023-04-12,"0,879756","2,865129","25,20615",1194,"0,974865","1,056478",44,"72,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,7418,2023-04-10,"0,528017","2,926649","15,453198",3278,"0,579352","1,091669",165,"125,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3297,2023-05-20,"1,035","2,564817","26,54586",1225,"1,341127","1,087959",52,"95,22"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1644,2023-04-19,"1,096444","2,589183","28,388953",723,"1,2335","1,057178",29,"49,34"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4136,2023-04-15,"0,68641","3,60194","24,724082",2197,"0,704474","1,047147",128,"107,08"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3174,2023-06-21,"1,206849","2,091691","25,243553",1081,"1,601818","1,099559",50,"88,1"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3136,2023-05-21,"0,798727","3,155479","25,203672",1263,"1,033647","1,111607",70,"87,86"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5346,2023-04-19,"0,813901","3,177374","25,860684",2709,"0,866257","1,071455",139,"148,13"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,469,2023-05-22,"1,158889","1,785714","20,694444",129,"2,6075","1,074627",4,"10,43"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,442,2023-06-18,"1,133","2,202643","24,955947",129,"1,888333","1,027149",5,"11,33"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,543,2023-05-21,"1,107273","1,960784","21,71123",183,"1,353333","1,033149",5,"12,18"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5568,2023-04-16,"0,730065","2,615385","19,094017",2639,"0,792199","1,050647",112,"111,7"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3806,2023-06-19,"1,476949","1,426844","21,073761",1340,"2,074762","1,086442",34,"87,14"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4932,2023-04-11,"0,585825","3,5671","20,89697",2504,"0,638519","1,170925",128,"120,68"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3560,2023-05-18,"0,960674","2,266361","21,772345",1288,"1,425","1,10309",45,"85,5"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3623,2023-05-22,"0,766917","2,989537","22,927255",1482,"1,034045","1,107922",74,"92,03"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2593,2023-04-18,"0,791146","3,586104","28,371311",1331,"0,863068","1,032395",66,"75,95"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4232,2023-04-16,"0,651456","3,577089","23,303147",2215,"0,700204","1,043715",116,"102,93"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4613,2023-04-18,"0,799862","2,977413","23,815195",2376,"0,840435","1,055712",111,"115,98"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,442,2023-06-21,"0,815","2,654867","21,637168",126,"1,397143","1,022624",6,"9,78"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5090,2023-04-17,"0,749172","2,903107","21,74926",2539,"0,822517","1,062475",64,"117,62"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,374,2023-06-19,"1,104444","2,319588","25,618557",107,"1,656667","1,037433",3,"9,94"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3133,2023-04-17,"0,755185","3,317972","25,056836",1662,"0,791845","1,03894",44,"81,56"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3033,2023-06-22,"1,085854","2,47809","26,908432",1060,"1,509153","1,090999",44,"89,04"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3149,2023-06-17,"1,125443","2,243044","25,244179",1165,"1,41127","1,11845",51,"88,91"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4259,2023-04-13,"0,737874","2,848811","21,020637",2086,"0,768115","1,046725",100,"93,71"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,688,2023-05-18,"1,612222","1,23119","19,849521",234,"1,612222","1,0625",10,"14,51"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,683,2023-05-17,"1,45","1,381215","20,027624",212,"2,416667","1,060029",5,"14,5"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3539,2023-05-15,"0,723969","3,236966","23,434643",1434,"1,1855","1,143543",64,"94,84"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1794,2023-04-23,"2,347679","3,022126","70,949811",774,"2,683061","1,032887",38,"131,47"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,653,2023-05-15,"0,78","2,797203","21,818182",232,"1,114286","1,094946",11,"15,6"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,391,2023-06-17,"0,764615","3,217822","24,60396",126,"0,828333","1,033248",8,"9,94"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,8486,2023-04-09,"0,632547","2,302346","14,563423",3243,"0,694819","1,085081",151,"134,1"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,452,2023-05-24,"0,793846","2,663934","21,147541",143,"1,29","1,079646",7,"10,32"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4213,2023-04-13,"0,569398","3,78477","21,550388",2231,"0,576341","1,041063",121,"94,52"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1341,2023-04-22,"1,164324","2,609309","30,380818",515,"1,485517","1,05742",17,"43,08"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,5422,2023-04-22,"0,802","3,192622","25,604824",2806,"0,874909","1,039838",139,"144,36"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3105,2023-05-24,"0,709355","3,489026","24,749578",1279,"1,011034","1,144605",65,"87,96"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3251,2023-05-19,"0,933146","2,488814","23,224273",1251,"1,137671","1,099969",61,"83,05"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,363,2023-06-20,"0,891667","3,183024","28,381963",128,"1,188889","1,038567",8,"10,7"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,1079,2023-04-21,"1,038158","3,250642","33,746792",439,"1,517308","1,083411",19,"39,45"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3641,2023-04-12,"0,662953","3,871135","25,663809",1974,"0,690769","1,057127",106,"98,78"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,6106,2023-04-21,"0,591498","4,052823","23,972374",3207,"0,652603","1,078939",191,"157,93"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4482,2023-04-14,"0,834636","2,329521","19,443033",2093,"0,858037","1,053548",83,"91,81"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,4023,2023-04-14,"0,581534","3,884652","22,590562",2051,"0,607628","1,043003",128,"94,79"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3951,2023-06-18,"1,030745","2,157943","22,242883",1469,"1,32726","1,102506",58,"96,89"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3402,2023-05-17,"0,717934","3,128232","22,458635",1328,"0,976067","1,136978",63,"86,87"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,2971,2023-06-20,"1,059529","2,610565","27,659705",1131,"1,385538","1,095927",50,"90,06"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,487,2023-05-23,"0,648235","3,320313","21,523438",177,"1,001818","1,051335",8,"11,02"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,3252,2023-05-23,"0,812185","3,254033","26,428767",1379,"1,123837","1,124539",69,"96,65"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [FR] - [CV] - CBO - VÍDEO,742,2023-05-20,"1,279231","1,706037","21,824147",218,"1,385833","1,026954",8,"16,63"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [JCN] - [CV] - ABO - Teste Criativo Imagem,3726,2023-10-19,"1,446364","1,428571","20,662338",68,"2,272857","1,03328",26,"79,55"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [JCN] - [CV] - ABO - Teste Criativo Imagem,8947,2023-10-20,"1,527862","1,58209","24,172139",155,"2,4293","1,123282",71,"242,93"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [JCN] - [CV] - ABO - Teste Criativo Imagem,7490,2023-10-21,"1,390286","1,639344","22,791569",133,"2,289882","1,140187",65,"194,64"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [JCN] - [CV] - ABO - Teste Criativo VÍDEO,3102,2023-10-19,"2,938158","1,177564","34,598698",993,"3,9875","1,040297",19,"111,65"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [JCN] - [CV] - ABO - Teste Criativo VÍDEO,5248,2023-10-21,"1,480833","2,202937","32,621829",1499,"2,917463","1,141768",48,"195,47"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [19/10] - [JCN] - [CV] - ABO - Teste Criativo VÍDEO,6201,2023-10-20,"1,611793","2,013889","32,459722",1914,"2,717558","1,161103",68,"233,71"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [20/10] - [JCN] - [CV] - ABO - Interesses Teste,3417,2023-10-20,"1,310278","2,009489","26,329891",1047,"2,482632","1,048581",32,"94,34"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [20/10] - [JCN] - [CV] - ABO - Interesses Teste,4383,2023-10-21,"1,206854","1,824892","22,023785",1102,"1,918036","1,112708",40,"107,41"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [20/10] - [JCN] - [CV] - ABO - Lookalike Testes,1810,2023-10-21,"3,041481","1,439232","43,773987",553,"4,830588","1,036464",11,"82,12"
GTX | CZ_PP_YR_A1 | Vendas | Frio | [20/10] - [JCN] - [CV] - ABO - Lookalike Testes,1122,2023-10-20,"2,461875","1,39738","34,401747",339,"4,376667","1,020499",5,"39,39"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,305,2023-08-11,"4,833333","0,733496","35,452323",4,"7,25","1,340984",1,"14,5"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,308,2023-09-05,"1,243333","2,745995","34,141876",9,"1,657778","1,418831",8,"14,92"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,370,2023-05-15,"1,916364","1,76565","33,836276",10,"4,216","1,683784",2,"21,08"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,321,2023-08-16,"1,072857","3,240741","34,768519",12,"2,145714","1,345794",4,"15,02"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,299,2023-08-10,"3,7375","0,97561","36,463415",3,"14,95","1,371237",1,"14,95"
